frontal_theta,frontal_alpha,frontal_beta,frontal_delta,frontal_gamma,parietal_theta,parietal_alpha,parietal_beta,global_alpha,global_beta,global_theta,roi_ab_ratio,theta_beta_ratio,global_ab_ratio,roi_alpha_rel,roi_beta_rel,global_alpha_rel,global_beta_rel,subject,session,task,workload,epoch,filename,ica_components_removed
3.1971272053082614e-11,4.261982539894771e-12,7.2170547622027555e-12,3.328671588170296e-10,2.2820067014897046e-12,6.179816544589108e-11,1.6089382169960026e-11,2.0923395120718993e-11,9.330868095637023e-12,1.3091200630138287e-11,4.475422636428624e-11,2.2293556998103337,4.429961127705853,0.7127587728016096,0.6903407078821537,0.30965929211784626,0.41614661919712675,0.5838533808028732,sub-04,ses-S3,Flanker,Medium,2,Flanker,6
3.572972635426964e-11,3.843228620799456e-12,7.2332815567992305e-12,2.500739308573774e-10,2.5050886651464232e-12,7.382760087697525e-11,1.9434038127832116e-11,1.9586230281744727e-11,1.0525004123813453e-11,1.2527402438918729e-11,5.2057386864000615e-11,2.68675261362725,4.93962886329013,0.8401585384624949,0.7287585838269361,0.2712414161730639,0.45656856238293003,0.54343143761707,sub-04,ses-S3,Flanker,Medium,3,Flanker,6
3.416068007389514e-11,5.118263134270521e-12,8.478136812916622e-12,2.3122346599666928e-10,2.1002546010620748e-12,8.091821362730994e-11,5.16276513900215e-11,2.480878620024108e-11,2.505085810102094e-11,1.547698655034139e-11,5.419962302535863e-11,6.0895043957495085,4.029267376512563,1.6185875732035424,0.8589464165365992,0.14105358346340077,0.6181147385586138,0.38188526144138624,sub-04,ses-S3,Flanker,Medium,4,Flanker,6
2.4263528715131318e-11,5.328833515770163e-12,8.231865110505797e-12,1.5482538203446066e-10,2.54327376300894e-12,6.495332016385857e-11,3.699151465820589e-11,2.1802071714651855e-11,1.8898554005385472e-11,1.4047667940854107e-11,4.170201076458586e-11,4.493697863318485,2.947512913466639,1.3453161111833931,0.8179732440917407,0.18202675590825937,0.5736182447936954,0.42638175520630467,sub-04,ses-S3,Flanker,Medium,5,Flanker,6
3.1331321698766907e-11,4.7679013110882255e-12,6.408370621882326e-12,1.8359892235636146e-10,2.2796458416217625e-12,7.928656834860892e-11,3.674204128498613e-11,1.951900697645104e-11,1.8471104157044468e-11,1.2027214773840348e-11,5.188357026298492e-11,5.733445122466078,4.889124482248498,1.5357756973975243,0.8514876141689328,0.14851238583106724,0.6056433536190509,0.394356646380949,sub-04,ses-S3,Flanker,Medium,6,Flanker,6
4.335503954285936e-11,6.756492423925576e-12,6.341342027761479e-12,2.486254664127116e-10,2.3544049513217936e-12,1.0270133027913079e-10,6.008828458538745e-11,2.1028832252088964e-11,2.96129747788378e-11,1.2635980695330402e-11,6.878916414411854e-11,9.475641642152343,6.83688710576677,2.3435438445851067,0.9045404535435657,0.09545954645643437,0.7009161397361344,0.2990838602638656,sub-04,ses-S3,Flanker,Medium,7,Flanker,6
3.094872224988681e-11,4.710660364225811e-12,6.149052129090512e-12,2.8120925771529976e-10,2.5588527362637084e-12,6.622677414372313e-11,2.4213556526289255e-11,1.9563240990541563e-11,1.3069044433681572e-11,1.1897990212569533e-11,4.6067887347245236e-11,3.9377705730835313,5.033088287456809,1.0984245406316513,0.7974794524777765,0.20252054752222348,0.5234520085725894,0.4765479914274105,sub-04,ses-S3,Flanker,Medium,8,Flanker,6
3.1345520592341683e-11,4.712848318014073e-12,7.436432293327033e-12,2.6243444443912123e-10,2.2208042716009432e-12,7.805029583066624e-11,7.370508885365334e-11,2.4628578628844266e-11,3.428095140471662e-11,1.4804495008548705e-11,5.136185283733792e-11,9.911350758856697,4.215128889221394,2.315577220629372,0.9083523184159116,0.09164768158408841,0.6983933917213434,0.3016066082786566,sub-04,ses-S3,Flanker,Medium,9,Flanker,6
2.1706971920347973e-11,5.173545040372716e-12,8.276294250103024e-12,1.9814724665114227e-10,2.287866850299965e-12,6.31838031302969e-11,5.31541621986925e-11,2.4946824181179312e-11,2.5736666679652622e-11,1.542080707770715e-11,3.94827567246118e-11,6.422459206066875,2.622788806726847,1.6689571790868478,0.8652737627466336,0.1347262372533665,0.6253218268784148,0.37467817312158536,sub-04,ses-S3,Flanker,Medium,10,Flanker,6
2.578862176239911e-11,3.92191719026752e-12,7.183313747585825e-12,2.4741138894722926e-10,2.05511446005369e-12,6.237210689972899e-11,2.983831670461042e-11,1.874972575654262e-11,1.5028945553557335e-11,1.2140347465710165e-11,4.146725824982621e-11,4.1538373170235685,3.590073142923233,1.2379337243852269,0.8059698165681494,0.19403018343185063,0.5531592427855719,0.4468407572144281,sub-04,ses-S3,Flanker,Medium,11,Flanker,6
1.9809699032042083e-11,5.087734309804216e-12,8.179715483930273e-12,1.3802894079546787e-10,2.2841912159615324e-12,6.121243572212792e-11,7.054673760841956e-11,2.877319269120856e-11,3.3141592866353647e-11,1.7005491429906682e-11,3.755372904207887e-11,8.624595531105507,2.4218078331648423,1.9488759265180207,0.8960995299212188,0.10390047007878131,0.6608877331842232,0.3391122668157768,sub-04,ses-S3,Flanker,Medium,12,Flanker,6
1.969605739893217e-11,3.97432634988513e-12,7.0703784556963566e-12,9.862384200271247e-11,2.822639710550718e-12,4.025869188704723e-11,3.015299297567614e-11,2.0516325094312993e-11,1.5193754903795564e-11,1.2832927015103487e-11,2.850861503669577e-11,4.264692924801349,2.7857147283344847,1.183966439294289,0.8100553984280607,0.18994460157193926,0.5421175060166525,0.4578824939833474,sub-04,ses-S3,Flanker,Medium,13,Flanker,6
2.2581502095695875e-11,4.403107483101719e-12,7.059359666692223e-12,1.5032218401198453e-10,2.5969498012978557e-12,5.091547946295915e-11,2.8275698098110238e-11,2.243384282114634e-11,1.4634217746676798e-11,1.3648423875743988e-11,3.4724635253094414e-11,4.0054196744673405,3.198803172225506,1.072227671114814,0.8002165522501535,0.1997834477498466,0.5174275423790564,0.4825724576209435,sub-04,ses-S3,Flanker,Medium,14,Flanker,6
4.0689902971119615e-11,6.214980078211925e-12,8.186537194595952e-12,2.719324366411983e-10,5.068854948296679e-12,8.794921529508387e-11,5.1722854344086704e-11,2.3542938910743267e-11,2.5718354763586827e-11,1.4767852215801947e-11,6.094389396710429e-11,6.318038153937624,4.970343626848674,1.741509488838708,0.8633513546985364,0.13664864530146362,0.6352374470811714,0.36476255291882864,sub-04,ses-S3,Flanker,Medium,15,Flanker,6
2.2260375741555424e-11,4.602307192819983e-12,7.82853880515562e-12,1.9753681541420676e-10,2.4848878005321912e-12,5.5344766714440875e-11,3.851157716158138e-11,2.328345349406405e-11,1.9134851465146298e-11,1.4452073671830662e-11,3.643940044422061e-11,4.919382546359598,2.8434905025820996,1.324021168148561,0.8310634610674053,0.16893653893259472,0.5697113203161341,0.43028867968386586,sub-04,ses-S3,Flanker,Medium,16,Flanker,6
2.5956775102222695e-11,6.151264133167297e-12,7.218360085422753e-12,9.469790618712519e-11,2.4940481526532472e-12,1.147546293806493e-10,1.7321329106923037e-10,3.889096912167466e-11,7.774927567719432e-11,2.0792335386673565e-11,6.401299836440552e-11,23.99621091486265,3.5959379686033635,3.7393238532996236,0.9599939365447824,0.04000606345521768,0.7889994372712518,0.21100056272874823,sub-04,ses-S3,Flanker,Medium,17,Flanker,6
2.5121022905630055e-11,4.125495433043847e-12,6.929278834330072e-12,2.0727672790365293e-10,2.539623422357713e-12,6.240344179724313e-11,4.35417741007746e-11,2.1518418687505293e-11,2.1018186290642744e-11,1.3181767342833738e-11,4.109920243060709e-11,6.283738198707407,3.625344499224323,1.5944892474581014,0.8627078606178538,0.13729213938214624,0.6145676838014534,0.3854323161985465,sub-04,ses-S3,Flanker,Medium,18,Flanker,6
2.8813854863344704e-11,4.892369596745447e-12,7.542762071797189e-12,2.1260280168695463e-10,3.0587322836866828e-12,6.200824305477868e-11,4.820124126964262e-11,2.4748622264060894e-11,2.3453314599415666e-11,1.491670215419592e-11,4.304002123110213e-11,6.390396622726544,3.8200667857576107,1.5722855063388448,0.8646892648596349,0.1353107351403651,0.6112406661174605,0.38875933388253947,sub-04,ses-S3,Flanker,Medium,19,Flanker,6
1.6440911244870832e-11,5.377010577398299e-12,7.047395645591559e-12,4.390586129837648e-11,3.757630366859383e-12,3.1994237225693814e-11,1.1108983588545703e-11,1.6300916398926074e-11,7.833570439318615e-12,1.1013190254163493e-11,2.310662237950926e-11,1.5763246661899617,2.332905951598632,0.7112898495835178,0.6118501627052829,0.38814983729471714,0.4156454558277353,0.5843545441722647,sub-04,ses-S3,MATB,High,0,MATBdiff,4
1.9490873797598577e-11,5.8182581152828145e-12,7.777063194636794e-12,3.641826285533821e-11,4.415854557384742e-12,3.9416984813235816e-11,1.330882457383163e-11,1.6565540041846455e-11,9.028500883232306e-12,1.1543553272012364e-11,2.8030635661443106e-11,1.7112918129570607,2.5061997453022937,0.7821249376586786,0.631172124217292,0.36882787578270804,0.43887211335823584,0.561127886641764,sub-04,ses-S3,MATB,High,1,MATBdiff,4
1.970786477059116e-11,6.618314530719151e-12,7.739102546449122e-12,3.538950974214447e-11,4.951106871931347e-12,3.73537009980007e-11,1.3070013894845556e-11,1.602955693953357e-11,9.383328543916182e-12,1.12921544291996e-11,2.7270366010909538e-11,1.688828105894834,2.5465310289283587,0.830959991093682,0.6280907664541081,0.37190923354589195,0.45383842090253823,0.5461615790974619,sub-04,ses-S3,MATB,High,2,MATBdiff,4
1.3171369136909875e-11,5.548465831259418e-12,8.469369997472562e-12,2.766023695910076e-11,5.1944723046477036e-12,2.7907128134292685e-11,1.2288614512517766e-11,1.885764290121971e-11,8.437100980370139e-12,1.292148695622134e-11,1.948669442150251e-11,1.4509478882354825,1.5551769660364925,0.6529512438433339,0.5919945891954754,0.40800541080452457,0.39502147826522366,0.6049785217347764,sub-04,ses-S3,MATB,High,3,MATBdiff,4
1.8229288486383713e-11,5.846710706213494e-12,8.583996136039779e-12,2.9629162981666763e-11,5.213712117469076e-12,2.929588673274577e-11,1.1679721203028367e-11,1.892658834435919e-11,8.346572347705581e-12,1.3016535653890955e-11,2.2972116306253165e-11,1.3606391496369894,2.1236366137035314,0.6412284012920588,0.5763859121993395,0.4236140878006604,0.3907002832678566,0.6092997167321433,sub-04,ses-S3,MATB,High,4,MATBdiff,4
1.319278548293773e-11,5.985171632275007e-12,8.036602659015474e-12,1.9673928356992684e-11,4.686370453890388e-12,2.453052865367484e-11,9.851327662196892e-12,1.7735984639398897e-11,7.64209564509867e-12,1.219348065060837e-11,1.805181827039649e-11,1.2258074811183624,1.6415873774894223,0.6267361932228418,0.5507248454850427,0.4492751545149572,0.3852721761733047,0.6147278238266952,sub-04,ses-S3,MATB,High,5,MATBdiff,4
1.2364735373136296e-11,4.757464211529823e-12,7.394430786020095e-12,2.186947625809955e-11,4.016661788234653e-12,2.4894928828041248e-11,1.3014289222257012e-11,1.675359270772168e-11,8.296103501841476e-12,1.140550018103506e-11,1.7734818282381275e-11,1.7600123118146993,1.6721686538080869,0.7273774380922062,0.6376827756458437,0.3623172243541563,0.42108772642969955,0.5789122735703004,sub-04,ses-S3,MATB,High,6,MATBdiff,4
1.8314611744777053e-11,6.34444970040134e-12,7.986702727867992e-12,2.693563092294438e-11,4.3490728824763954e-12,3.2314060301213904e-11,1.3482774308194632e-11,1.992126245083937e-11,9.403731675169894e-12,1.3101514037712867e-11,2.4314375411821416e-11,1.688152766867008,2.293138028146697,0.717759157308166,0.6279973324709959,0.37200266752900407,0.4178462121738524,0.5821537878261475,sub-04,ses-S3,MATB,High,7,MATBdiff,4
1.2076103480645035e-11,5.112891713896734e-12,6.9180731125353935e-12,2.3837334902174472e-11,4.468783880770961e-12,2.0929159877369946e-11,1.191075537085511e-11,1.7770824921266725e-11,8.026261852593181e-12,1.1569252459134536e-11,1.5870270507812854e-11,1.721686830581927,1.7455877213502422,0.6937580350108121,0.6325807992441993,0.36741920075580065,0.4095968967647634,0.5904031032352367,sub-04,ses-S3,MATB,High,8,MATBdiff,4
1.838334900533411e-11,4.616128044951195e-12,5.850731371145425e-12,5.7522502046916976e-11,2.8126799960376083e-12,4.1394646660536185e-11,1.243912966136692e-11,1.1567137582323463e-11,7.968843023415078e-12,8.300619747364584e-12,2.8245333714706425e-11,2.126081146489495,3.1420599988570515,0.9600298852317812,0.6801106711119853,0.31988932888801463,0.48980369761977066,0.5101963023802293,sub-04,ses-S3,MATB,Low,0,MATBeasy,5
1.2712855918019465e-11,4.088193097132425e-12,5.7805895142437e-12,7.395435911433941e-11,2.6242835624509236e-12,2.9560533555305025e-11,1.2277178198409926e-11,1.2263005412132445e-11,7.597758140537068e-12,8.55876775619602e-12,1.9933289191141847e-11,2.1238626559035656,2.19923173695248,0.8877163578877065,0.6798834935619941,0.32011650643800593,0.47025939791136434,0.5297406020886356,sub-04,ses-S3,MATB,Low,1,MATBeasy,5
1.454574126288602e-11,4.822879243312571e-12,5.22183463389217e-12,4.6077334938488385e-11,2.510257301000299e-12,3.266102832907501e-11,1.3260464343632077e-11,1.2316332955665824e-11,8.4389871434495e-12,8.262333914652306e-12,2.2309435719824158e-11,2.5394263268249455,2.7855614516165064,1.0213805482351566,0.7174683387471287,0.28253166125287127,0.5052886004700659,0.4947113995299342,sub-04,ses-S3,MATB,Low,2,MATBeasy,5
1.9814416633266035e-11,4.714395166490129e-12,5.32932888025237e-12,6.554486102331938e-11,3.2060555697082732e-12,4.6189657869376756e-11,2.1585102361090167e-11,1.6027486864989928e-11,1.1944698249890146e-11,9.91425373085418e-12,3.111809144874206e-11,4.050247760289848,3.7179947191263834,1.2048005401270911,0.8019899126805202,0.19801008731947978,0.5464442330269218,0.45355576697307826,sub-04,ses-S3,MATB,Low,3,MATBeasy,5
1.512495476780489e-11,4.475768147767809e-12,5.346310629832853e-12,6.047369323468055e-11,2.8122713949883527e-12,3.4425816101140484e-11,2.0248954644933435e-11,1.332868519825756e-11,1.1235705217981647e-11,8.76732830201487e-12,2.3396752482091573e-11,3.787463177306347,2.829045264112863,1.281542658257648,0.7911211088285284,0.20887889117147157,0.5617000644802002,0.43829993551979995,sub-04,ses-S3,MATB,Low,4,MATBeasy,5
1.4357198016128935e-11,5.653367404740362e-12,6.643570694260745e-12,4.2072542233326884e-11,2.6888201898017084e-12,3.439082123110109e-11,1.5594174735616323e-11,1.460308006903023e-11,9.913713403687204e-12,1.0054788997733382e-11,2.2943036536831285e-11,2.347258041385461,2.1610664922301264,0.9859693133214451,0.7012480102710902,0.2987519897289098,0.496467546959452,0.5035324530405481,sub-04,ses-S3,MATB,Low,5,MATBeasy,5
2.2095126502590317e-11,6.095339879086703e-12,5.466735891711008e-12,9.049610546547869e-11,2.4508017635828136e-12,4.6454546856783855e-11,1.736166151961127e-11,1.3148001280049477e-11,1.0923763439311517e-11,8.758706772427494e-12,3.253487808295897e-11,3.1758734761516574,4.041740252367463,1.2471890797508651,0.760529143013795,0.23947085698620493,0.5549996175173363,0.4450003824826636,sub-04,ses-S3,MATB,Low,6,MATBeasy,5
1.6741479222410623e-11,4.46210677957385e-12,5.412090867594364e-12,3.811334007305839e-11,2.2492608808087827e-12,3.49637851433912e-11,1.3961817433008428e-11,1.315685318749382e-11,8.533411345331525e-12,8.731274718979846e-12,2.455103890283087e-11,2.57974556868709,3.093347771127149,0.9773385467739081,0.7206505376395337,0.27934946236046626,0.49426970832509565,0.5057302916749044,sub-04,ses-S3,MATB,Low,7,MATBeasy,5
1.8050654254960124e-11,5.32923404005905e-12,5.415077995659505e-12,5.320887726267619e-11,2.8107603481864342e-12,3.946941516204543e-11,1.8621863553230668e-11,1.3211093750435617e-11,1.1026075259989743e-11,8.756227604849268e-12,2.723012321513954e-11,3.4388911051986986,3.3334061428900483,1.2592266621625294,0.7747185104791534,0.22528148952084667,0.5573706628254816,0.4426293371745184,sub-04,ses-S3,MATB,Low,8,MATBeasy,5
5.048727609666696e-12,2.451329108209795e-12,4.520861187757206e-12,1.0119342650370858e-11,2.5563100178108154e-12,1.2370368797180141e-11,7.880309671249216e-12,1.1546974563015377e-11,4.778035063798118e-12,7.532052634296421e-12,8.186573832886744e-12,1.7430992335242719,1.1167623600872745,0.6343602860715325,0.6354488427619795,0.36455115723802034,0.3881398070411556,0.6118601929588443,sub-04,ses-S3,MATB,Medium,0,MATBmed,4
4.504505932724679e-12,2.663033055764678e-12,4.101615783168813e-12,9.186916654038924e-12,2.3650878156023004e-12,1.3236492099043421e-11,8.234333685216183e-12,9.888116741567798e-12,5.050733325529609e-12,6.581544765339806e-12,8.246785718289855e-12,2.007582894284293,1.0982271794469747,0.7674084892847857,0.6675070862051942,0.3324929137948058,0.43419984340763895,0.565800156592361,sub-04,ses-S3,MATB,Medium,1,MATBmed,4
5.353344780405418e-12,2.3667770634019694e-12,3.847418152760099e-12,9.490907232839075e-12,2.1070846762919465e-12,1.5522999149238082e-11,7.473334811303306e-12,9.993075047711095e-12,4.555301812502543e-12,6.481271107739097e-12,9.711768081333704e-12,1.942428536378873,1.3914122582607724,0.7028408064990815,0.6601446772159641,0.33985532278403585,0.412746044032191,0.5872539559678089,sub-04,ses-S3,MATB,Medium,2,MATBmed,4
5.035972471631064e-12,2.227275621224216e-12,3.720505194921023e-12,7.764840594860782e-12,2.4534141966470163e-12,1.14124952326328e-11,7.7803447520969e-12,1.1008985092759715e-11,4.6071623915982224e-12,6.8441394368518915e-12,7.768767940631807e-12,2.0912065282741947,1.3535722187690602,0.6731543730379324,0.6765017183894552,0.3234982816105448,0.40232651803413194,0.5976734819658681,sub-04,ses-S3,MATB,Medium,3,MATBmed,4
5.510519040918383e-12,2.093115943030563e-12,4.428378266778159e-12,9.043421405832369e-12,2.1928511703576566e-12,1.2526163332199745e-11,8.215614377181034e-12,1.189768632832599e-11,4.7170438433807655e-12,7.629510293155801e-12,8.517223737181822e-12,1.8552196497789826,1.2443650268673931,0.6182629896459122,0.6497642484082063,0.3502357515917937,0.38205346943094376,0.6179465305690562,sub-04,ses-S3,MATB,Medium,4,MATBmed,4
5.1779495028923144e-12,2.6696652754318084e-12,4.24586764063682e-12,9.019754246716617e-12,2.6272521231513763e-12,1.2189633130884872e-11,7.877111828356522e-12,1.2366286389977303e-11,4.9014280838281135e-12,7.726047104639884e-12,8.182956772031982e-12,1.8552419658506043,1.2195268296483437,0.6344030805720247,0.6497669857895598,0.35023301421044023,0.38815582772273655,0.6118441722772635,sub-04,ses-S3,MATB,Medium,5,MATBmed,4
5.0526718929660285e-12,2.403531298465933e-12,3.6736439423098605e-12,1.006130053548146e-11,1.8550698751743655e-12,1.2696487892491335e-11,8.330266529200812e-12,9.607547258050462e-12,4.943560683066595e-12,6.2167453633415475e-12,8.328593035619732e-12,2.26757591645178,1.3753842158663538,0.7952007673046132,0.6939627339750112,0.3060372660249888,0.442959239872964,0.557040760127036,sub-04,ses-S3,MATB,Medium,6,MATBmed,4
5.1570476989688386e-12,2.470976620134691e-12,3.930715287882937e-12,7.323510567794932e-12,2.176162633157662e-12,1.3625423194839823e-11,9.125623021521585e-12,1.178880272530142e-11,5.322967935014789e-12,7.298467046776573e-12,8.786351482913546e-12,2.321618930186266,1.311987086642034,0.7293268436918847,0.6989419855142976,0.30105801448570235,0.4217403126264252,0.5782596873735747,sub-04,ses-S3,MATB,Medium,7,MATBmed,4
5.8828076982129695e-12,2.92295141818357e-12,4.169651214747787e-12,9.429045831038411e-12,2.323512675484018e-12,1.4371218763591507e-11,1.080508965539743e-11,1.1854288883502762e-11,6.301010662703795e-12,7.46306735849992e-12,9.520698154803771e-12,2.591365344223643,1.4108632581559482,0.8442923479080459,0.7215543660551268,0.2784456339448732,0.45778661331307613,0.5422133866869239,sub-04,ses-S3,MATB,Medium,8,MATBmed,4
5.022671014109864e-11,7.347132061233166e-12,6.434467351527825e-12,3.4753520734577396e-10,3.0473131577086052e-12,9.802661301691305e-11,2.6979298765447948e-11,1.9140442634908245e-11,1.576091779161093e-11,1.187988533011943e-11,7.071238280216195e-11,4.192934285235262,7.805884682773721,1.3266893874515608,0.8074306461294463,0.1925693538705537,0.5702047701797845,0.4297952298202155,sub-04,ses-S3,PVT,Low-Medium,0,PVT,5
4.643791247628439e-11,7.235500881797119e-12,5.299322226561574e-12,4.73425547788336e-10,2.4394598108009873e-12,9.715571382769373e-11,3.019260539198421e-11,1.8680372947343946e-11,1.7074259957591587e-11,1.1034058249754019e-11,6.817411305545982e-11,5.697446598104766,8.762990905426653,1.5474143394133544,0.8506893656631799,0.14931063433682004,0.6074450926462592,0.39255490735374077,sub-04,ses-S3,PVT,Low-Medium,1,PVT,5
2.937754851248453e-11,6.257861906909027e-12,5.68511872833146e-12,1.7780962874761648e-10,2.080732170848858e-12,1.1731418642627412e-10,1.2057709502237862e-10,3.2979538894644065e-11,5.525181895639599e-11,1.7382727371036862e-11,6.706467904696577e-11,21.20924835245562,5.167446788064991,3.1785471736993753,0.9549737125664843,0.04502628743351562,0.7606823715443005,0.23931762845569943,sub-04,ses-S3,PVT,Low-Medium,2,PVT,5
3.205893849267158e-11,6.001798649409496e-12,6.081104082678753e-12,2.510595687451663e-10,2.999481297188753e-12,9.841160165746039e-11,8.130374405714868e-11,2.3917444803327096e-11,3.8274060967012e-11,1.3725250105813757e-11,6.049579413472393e-11,13.369898451291434,5.271894389044806,2.7885875063799257,0.9304100858200477,0.06958991417995228,0.7360493856045255,0.26395061439547446,sub-04,ses-S3,PVT,Low-Medium,3,PVT,5
2.651182910799532e-11,5.4011894557620275e-12,5.958778555116176e-12,1.4448302565726472e-10,2.051197489803611e-12,1.1082199980415005e-10,9.431372446060296e-11,2.6976896332631905e-11,4.3506561600693855e-11,1.496654331690863e-11,6.264475940634735e-11,15.827694147087527,4.449205296483522,2.9069211694020085,0.9405741516776335,0.05942584832236663,0.7440439782016234,0.25595602179837673,sub-04,ses-S3,PVT,Low-Medium,4,PVT,5
2.2298950343307165e-11,3.770090804104587e-12,4.425585528556637e-12,1.4155491422950152e-10,1.883292516129403e-12,4.4484926744701766e-11,4.078605097535882e-11,1.6023876386011793e-11,1.9634073734642118e-11,9.396281610323132e-12,3.1807225943904856e-11,9.21596717816926,5.038644084363624,2.0895578217953084,0.9021140159752153,0.0978859840247846,0.6763290873064447,0.3236709126935552,sub-04,ses-S3,PVT,Low-Medium,5,PVT,5
2.0491564058207255e-11,4.429624154372524e-12,5.245683597104359e-12,3.139658298160597e-10,2.4307354944470865e-12,5.247059881504018e-11,1.7670221142746736e-11,1.5402445010330296e-11,1.0104165720818616e-11,9.598581345629759e-12,3.419686466827851e-11,3.3685259157644922,3.9063667640035877,1.0526728228874207,0.771089832295295,0.22891016770470504,0.5128303016194582,0.48716969838054175,sub-04,ses-S3,PVT,Low-Medium,6,PVT,5
1.946199563834778e-11,3.928581512704531e-12,5.0810164542624816e-12,1.8451049620384956e-10,2.2233754072516904e-12,4.475918037718317e-11,4.140955081471061e-11,1.9448158010593538e-11,1.9991854070707135e-11,1.123836283554722e-11,3.03036462407058e-11,8.149855680938014,3.8303350940776917,1.7788938089338426,0.890708658707775,0.10929134129222498,0.6401445795499244,0.3598554204500756,sub-04,ses-S3,PVT,Low-Medium,7,PVT,5
2.6581484049180082e-11,4.558662727624474e-12,4.874127004770167e-12,1.6841037383711763e-10,2.628982049820213e-12,5.112908193328065e-11,2.705579142632329e-11,1.4711821560764466e-11,1.420028931278111e-11,9.090281814482009e-12,3.710188314236604e-11,5.550899966259511,5.453588719203573,1.5621396126749547,0.8473492184050264,0.1526507815949735,0.6097012063460631,0.39029879365393694,sub-04,ses-S3,PVT,Low-Medium,8,PVT,5
3.1216986665457033e-11,5.453157935929517e-12,5.692785111879863e-12,1.0778092092052192e-10,1.7835035241897908e-12,1.2285612945720003e-10,1.1698225016311633e-10,3.025443601567217e-11,5.325134031900958e-11,1.621920692779085e-11,7.049090500477546e-11,20.549212356355152,5.483605309519334,3.2832271365726218,0.953594591604408,0.04640540839559209,0.7665311765837881,0.2334688234162118,sub-04,ses-S3,PVT,Low-Medium,9,PVT,5
2.7379265918599446e-11,6.131395075729626e-12,5.311540465030608e-12,1.358523308834461e-10,2.0143894571802366e-12,1.1073462399578925e-10,1.4739370266794852e-10,3.128003718046628e-11,6.667238404382344e-11,1.6440896200217326e-11,6.310299080882364e-11,27.749709079378945,5.154675201828039,4.05527674598068,0.9652170393363297,0.034782960663670204,0.8021868929737479,0.19781310702625218,sub-04,ses-S3,PVT,Low-Medium,10,PVT,5
2.993158685136058e-11,9.701228417577322e-12,6.728629882694479e-12,1.1174560688111918e-10,2.3073942797103117e-12,1.725931093868958e-10,2.018696178330948e-10,4.178654095942752e-11,9.205910959565622e-11,2.1753448915580066e-11,9.107223936658995e-11,30.001593393075165,4.4483925216844415,4.231931679105949,0.9677435934559618,0.03225640654403816,0.8088660056488193,0.19113399435118075,sub-04,ses-S3,PVT,Low-Medium,11,PVT,5
3.244365784044218e-11,7.701021168175384e-12,6.5845985060975425e-12,1.403404602651245e-10,1.9259008699817753e-12,1.429708221369018e-10,1.279379556544247e-10,3.47913437779567e-11,5.923113594799652e-11,1.867320362260861e-11,7.981244253892488e-11,19.42987951899424,4.9272036572007165,3.171985758045413,0.951052085301322,0.04894791469867806,0.760305989043332,0.239694010956668,sub-04,ses-S3,PVT,Low-Medium,12,PVT,5
3.699535449850621e-11,5.977710559334486e-12,7.173853380981604e-12,3.2494435304513965e-10,4.334153200420879e-12,7.223620107469659e-11,2.0472558767291484e-11,1.690413352245141e-11,1.218978836274463e-11,1.1343973441611522e-11,5.209857445973066e-11,2.8537743497191754,5.15697109123857,1.0745607282568665,0.7405141273845289,0.2594858726154711,0.5179702447947898,0.48202975520521024,sub-04,ses-S3,PVT,Low-Medium,13,PVT,5
2.5077707265388253e-11,7.583556987178018e-12,6.005806885976805e-12,1.389801526564474e-10,2.0924112899711313e-12,1.1293747370678307e-10,1.4799013020213397e-10,3.428931023749573e-11,6.775780265073057e-11,1.812730832234206e-11,6.273189288312889e-11,24.641173619431882,4.175576694605879,3.7378854844775,0.961000225073857,0.038999774926143045,0.7889353798701445,0.21106462012985552,sub-04,ses-S3,PVT,Low-Medium,14,PVT,5
2.2255987839742448e-11,3.7266296786903315e-12,4.950053022752856e-12,1.5116117561082435e-10,2.1393201404308204e-12,5.520478190219219e-11,3.4533745239926515e-11,1.8207720281511218e-11,1.6929679204934406e-11,1.0631910419363583e-11,3.637689958079234e-11,6.976439460586097,4.49611099869902,1.5923459225259162,0.8746307791914814,0.12536922080851867,0.6142490123287152,0.38575098767128474,sub-04,ses-S3,PVT,Low-Medium,15,PVT,5
2.760558570804603e-11,4.706210500712005e-12,5.66074187606933e-12,3.006414076368355e-10,2.0047739062659642e-12,6.940032937933967e-11,3.543282773389344e-11,1.9903462249984142e-11,1.7874760743504053e-11,1.1764764893461393e-11,4.551761871002902e-11,6.259396473046226,4.876672759934184,1.5193470422378321,0.8622475017430237,0.13775249825697627,0.6030717550084956,0.3969282449915043,sub-04,ses-S3,PVT,Low-Medium,16,PVT,5
2.467409413292786e-11,5.649667553767027e-12,5.5726039213223224e-12,2.583981938327384e-10,2.21327620361522e-12,6.200696587489005e-11,6.85005065198147e-11,2.135379030657525e-11,3.2585741396358885e-11,1.2335969515002149e-11,4.0673896308054513e-11,12.292369507495918,4.427749483238519,2.6415225294396496,0.9247688683769983,0.07523113162300173,0.725389588581269,0.27461041141873094,sub-04,ses-S3,PVT,Low-Medium,17,PVT,5
2.8252422904083518e-11,5.166569190066182e-12,5.919878153339911e-12,2.3316350324853356e-10,3.0550692982358284e-12,7.768428744542935e-11,7.605816706374481e-11,2.5328016807293207e-11,3.554868256449989e-11,1.4237651862177038e-11,4.943750770751744e-11,12.847927794060064,4.772466961696484,2.49680796444648,0.9277870295923307,0.07221297040766925,0.7140249020914442,0.28597509790855585,sub-04,ses-S3,PVT,Low-Medium,18,PVT,5
